#;Projeto;Família;Descrição da Obra;Data;Status;Tipo Intervenção;PowerON;Equipamentos;Início;Fim;Contratada;Responsável;Longitude;Latitude
1;DAC/A.LES.25.00723;DAC;Ligação Nova;27/05/2026;Cancelado;FI;16235175;356ET052591;10:00;13:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
2;DMP/A.LES.25.04129;DMP;Reforma de Rede Secundaria RTRI;27/05/2026;Executado;FI;16200998;356ET055935;09:30;12:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
3;DMP/A.LES.25.05795;DMP;Reforma de Rede Secundaria RTRI;27/05/2026;Executado;FI;16201080;356ET027458;10:00;13:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
4;DAC/A.LES.25.01193;DAC;Ligação Nova;27/05/2026;Executado;PIE;16211084;353ET010105;00:30;04:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
5;DMP/A.LES.25.02499;DMP;Reforma de Rede Secundaria RTRI;27/05/2026;Executado Parcial;FI;16201701;356ET160603;10:30;14:30;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
6;DAC/A.LES.26.00347;DAC;Alteração de Carga;27/05/2026;Executado Parcial;FI;16212244;353ET042932;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
7;DAC/A.LES.26.00199;DAC;Ligação Nova;27/05/2026;Executado Parcial;FI;16200965;353ET065828;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
8;DAC/A.LES.25.01238;DAC;Ligação Nova;27/05/2026;Executado;FI;16188499;010ET080957;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
9;DAC/A.LES.26.00622;DAC;Alteração de Carga;27/05/2026;Executado;FI;16201235;356ET161341;14:00;17:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
10;DAC/A.LES.26.00082;DAC;Ligação Nova;27/05/2026;Executado;FI;16205972;353ET006176;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
11;DAC/A.LES.26.00345;DAC;Ligação Nova;27/05/2026;Executado;FI;16188581;010ET002644;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
12;DAC/A.NOR.26.00016;DAC;Ligação Nova;27/05/2026;Executado Parcial;FI;16200972;354ET011769;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
13;DAC/A.NOR.26.00290;DAC;Alteração de Carga;27/05/2026;Executado;FI;16201647;351ET058130;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
14;DAC/A.NOR.25.01627;DAC;Ligação Nova;27/05/2026;Executado;FI;16200236;251EP006743;10:00;13:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
15;DAC/A.NOR.26.00119;DAC;Alteração de Carga;27/05/2026;Executado;FI;16200240;252ET008929;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
16;DMP/A.NOR.25.01398;DMP;Religador Automático;27/05/2026;Executado;FI;16201231;ET-021770;10:00;14:00;Conecta Elicord NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
17;DAC/A.NOR.25.01568;DAC;Ligação Provisória;27/05/2026;Cancelado;FI;16200523;257ET072735;10:30;14:30;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
18;DAC/A.NOR.25.01616;DAC;Ligação Nova;27/05/2026;Executado;FI;16201983;ET-044173;10:30;14:30;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
19;DAC/A.NOR.26.00043;DAC;Alteração de Carga;27/05/2026;Executado;FI;16200130;251ET004504;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
20;DAC/A.NOR.25.00717;DAC;Ligação Provisória;27/05/2026;Executado;BRA;16254649;354ET051783;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
21;DAC/A.NOR.24.01011;DAC;Remoção de Posto Primário;27/05/2026;Liberado para Execução;BRA;CANCELADO;257EP010244;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
22;DAC/A.NOR.25.01773;DAC;Ligação Nova;27/05/2026;Executado Parcial;BRA;16254887;ET-023252;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
23;DAC/A.LES.25.00278;DAC;Remoção de Posto Primário;27/05/2026;Executado;BRA;16254712;353EP001669;08:00;17:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
24;DMP/A.NOR.25.07509;DMP;Segurança Operativa;27/05/2026;Executado Parcial;BRA;16254259;251ET015122;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
25;DAC/A.LES.25.00949;DAC;Alteração de Carga;27/05/2026;Cancelado;PIE;16211084;353ET001334;00:30;04:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
26;DAC/A.LES.26.00592;DAC;Ligação Nova;27/05/2026;Executado;OLVR;Não informado;356ET160245;10:00;15:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
27;DAC/A.NOR.26.00147;DAC;Ligação Nova;27/05/2026;Cancelado;BRA;CANCELADO;251ET013885;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
28;DAC/A.LES.25.00860;DAC;Alteração de Carga;28/05/2026;Rascunho;FI;Não informado;CH-018884;10:00;15:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
29;DAC/A.LES.25.01136;DAC;Ligação Provisória;28/05/2026;Executado;PIE;16213883;353EP007399;00:30;04:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
30;DMP/A.LES.21.28304;DMP;Reforma de Rede Secundária;28/05/2026;Executado;FI;16202563;356ET160703;10:00;13:00;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
31;DMP/A.LES.22.07343;DMP;Reforma de Rede Secundária;28/05/2026;Executado Parcial;FI;16202294;356ET092111;11:00;15:00;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
32;DAC/A.NOR.25.01726;DAC;Migração para Média Tensão;28/05/2026;Liberado para Execução;PIE;16219196;ET-038083;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
33;DMP/A.LES.25.00989;DMP;Rede Compacta;28/05/2026;Liberado para Execução;FI;16201850;015ET060859;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
34;DAC/A.LES.25.01181;DAC;Ligação Nova;28/05/2026;Liberado para Execução;FI;16208068;353ET008536;10:00;14:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
35;DAC/A.NOR.25.00202;DAC;Ligação Nova;28/05/2026;Liberado para Execução;FI;16206829;257ET029210;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
36;DAC/A.NOR.25.00979;DAC;Ligação Provisória;28/05/2026;Liberado para Execução;BRA;16265274;251ET132431;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
37;DAC/A.NOR.26.00427;DAC;Alteração de Carga;28/05/2026;Liberado para Execução;FI;16206747;354ET094651;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
38;DAC/A.NOR.26.00291;DAC;Ligação Nova;28/05/2026;Liberado para Execução;FI;16208139;354BF052928;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
39;DAC/A.NOR.26.00006;DAC;Migração para Média Tensão;28/05/2026;Liberado para Execução;BRA;16265894;351ET500194;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
40;DAC/A.NOR.26.00256;DAC;Ligação Nova;28/05/2026;Liberado para Execução;FI;16208139;354BF052928;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
41;DAC/A.LES.25.01046;DAC;Ligação Nova;28/05/2026;Liberado para Execução;PIE;16218786;010ET030822;10:00;14:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
42;DAC/A.NOR.25.00833;DAC;Ligação Nova;28/05/2026;Liberado para Execução;BRA;16266104;354ET140692;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
43;DAC/A.NOR.25.01768;DAC;Migração para Média Tensão;28/05/2026;Liberado para Execução;BRA;16265826;351EP026553;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
44;DAC/A.LES.25.01025;DAC;Ligação Nova;28/05/2026;Cancelado;FI;16239271;010IP013776;09:00;12:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
45;DMP/A.NOR.26.02776;DMP;Segurança Operativa;28/05/2026;Liberado para Execução;OLVR;Não informado;354ET132680;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
46;DAC/A.NOR.25.01204;DAC;Alteração de Carga;28/05/2026;Liberado para Execução;BRA;16265667;257ET047926;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
47;DAC/A.NOR.25.01580;DAC;Ligação Nova;28/05/2026;Liberado para Execução;BRA;16266055;354ET073850;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
48;DAC/A.LES.25.00949;DAC;Alteração de Carga;28/05/2026;Executado;OLVR;Não informado;353ET173430;00:30;03:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
49;DAC/A.LES.25.01043;DAC;Ligação Provisória;29/05/2026;Liberado para Execução;FI;16213250;356ET062886;01:00;04:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
50;DMP/A.LES.22.05349;DMP;Reforma de Rede Secundária;29/05/2026;Liberado para Execução;FI;16211886;356ET068146;09:30;12:30;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
51;DMP/A.LES.22.01006;DMP;Reforma de Rede Secundária;29/05/2026;Liberado para Execução;FI;16211254;356ET027517;13:00;16:00;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
52;DMP/A.LES.22.05564;DMP;Reforma de Rede Secundária;29/05/2026;Liberado para Execução;FI;16209031;352ET161565;10:00;12:00;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
53;DMP/A.LES.22.05355;DMP;Reforma de Rede Secundária;29/05/2026;Liberado para Execução;OLVR;Não informado;356ET167607;08:30;16:00;Engelmig (Área 11) NEC e UPS;Técnico Enel Gilmar Campos;Não informado;Não informado
54;DAC/A.LES.23.01111;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16249399;010ET078360;10:00;13:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
55;DAC/A.ABC.26.00020;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16205368;010ET042048;14:00;17:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
56;DAC/A.LES.26.00112;DAC;Ligação Provisória;29/05/2026;Liberado para Execução;FI;16212282;353ET003265;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
57;DAC/A.LES.25.01167;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16203218;020ET003359;09:30;13:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
58;DMP/A.LES.24.02780;DMP;Reforma de Rede Secundária;29/05/2026;Liberado para Execução;FI;16213963;356ET160468;14:30;16:30;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
59;DAC/A.LES.25.01126;DAC;Alteração de Carga;29/05/2026;Liberado para Execução;FI;16212420;352ET166646;10:00;13:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
60;DAC/A.LES.26.00521;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16211997;352ET030798;14:00;16:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
61;DAC/A.LES.23.00238;DAC;Alteração de Carga;29/05/2026;Liberado para Execução;FI;16207850;352ET092649;09:00;12:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
62;DAC/A.LES.25.01121;DAC;Ligação Nova;29/05/2026;Liberado para Execução;BRA;16269801;020ET058647;13:00;16:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
63;DAC/A.LES.26.00029;DAC;Alteração de Carga;29/05/2026;Liberado para Execução;FI;16212129;352ET084845;09:00;13:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
64;DAC/A.NOR.26.00340;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16212424;354BF015579;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
65;DAC/A.NOR.26.00338;DAC;Migração para Média Tensão;29/05/2026;Liberado para Execução;FI;16211467;251ET003098;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
66;DAC/A.NOR.26.00483;DAC;Alteração de Carga;29/05/2026;Liberado para Execução;FI;16212766;354ET021437;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
67;DAC/A.NOR.26.00316;DAC;Alteração de Carga;29/05/2026;Liberado para Execução;FI;16212770;354ET076471;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
68;DMP/A.NOR.25.01330;DMP;Substituição de Transformadores PCB;29/05/2026;Liberado para Execução;FI;16219086;351ET002541;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
69;DAC/A.NOR.25.01300;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16219132;354ET005819;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
70;DAC/A.NOR.25.01409;DAC;Ligação Nova;29/05/2026;Liberado para Execução;FI;16219315;354ET021241;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
71;DAC/A.NOR.26.00120;DAC;Alteração de Carga;29/05/2026;Liberado para Execução;FI;16219003;151ET042226;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
72;DMP/A.NOR.25.07515;DMP;Segurança Operativa;29/05/2026;Liberado para Execução;BRA;16269925;251ET120697;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
73;DAC/A.NOR.25.01080;DAC;Ligação Provisória;29/05/2026;Liberado para Execução;BRA;16270027;257ET084158;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
74;DAC/A.LES.25.01253;DAC;Ligação Nova;29/05/2026;Liberado para Execução;OLVR;Não informado;352ET162453;10:00;15:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
75;DMP/A.LES.24.01600;DMP;Regulador de Tensão;29/05/2026;Liberado para Execução;BRA;16269703;015CF036028;09:00;16:00;ZZOUT-PSC Alpitel Área 9;Técnico Enel Gilmar Campos;Não informado;Não informado
76;DAC/A.NOR.23.00781;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
77;DAC/A.NOR.23.00698;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
78;DAC/A.NOR.23.00810;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
79;DAC/A.NOR.23.00811;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
80;DAC/A.NOR.23.00812;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
81;DAC/A.NOR.23.00875;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
82;DAC/A.NOR.23.00841;DAC;Afastamento de Rede (Clientes);29/05/2026;Liberado para Documentação;PIE;Não informado;351RA120112;08:00;17:00;Conecta Obras Extras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
83;DAC/A.NOR.26.00007;DAC;Ligação Nova;30/05/2026;Liberado para Execução;PIE;16234304;251ET003579;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
84;DAC/A.LES.26.00353;DAC;Alteração de Carga;30/05/2026;Rascunho;FI;Não informado;010ET022709;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
85;DAC/A.LES.25.01220;DAC;Ligação Nova;30/05/2026;Liberado para Execução;PIE;16236442;352ET023358;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
